android.nfc.NfcAdapter.enableForegroundDispatch,NFC
android.nfc.NfcAdapter.disableForegroundDispatch,NFC
android.nfc.NfcAdapter.enableForegroundNdefPush,NFC
android.nfc.NfcAdapter.disableForegroundNdefPush,NFC
android.nfc.NfcAdapter.setLocalNdefMessage,NFC
android.nfc.NfcAdapter.getLocalNdefMessage,NFC
android.nfc.tech.IsoDep.setTimeout,NFC
android.nfc.tech.IsoDep.transceive,NFC
android.nfc.tech.MifareClassic.authenticateSectorWithKeyA,NFC
android.nfc.tech.MifareClassic.authenticateSectorWithKeyB,NFC
android.nfc.tech.MifareClassic.readBlock,NFC
android.nfc.tech.MifareClassic.writeBlock,NFC
android.nfc.tech.MifareClassic.increment,NFC
android.nfc.tech.MifareClassic.decrement,NFC
android.nfc.tech.MifareClassic.transfer,NFC
android.nfc.tech.MifareClassic.restore,NFC
android.nfc.tech.MifareClassic.transceive,NFC
android.nfc.tech.MifareUltralight.readPages,NFC
android.nfc.tech.MifareUltralight.writePage,NFC
android.nfc.tech.MifareUltralight.transceive,NFC
android.nfc.tech.Ndef.isWritable,NFC
android.nfc.tech.Ndef.writeNdefMessage,NFC
android.nfc.tech.Ndef.makeReadOnly,NFC
android.nfc.tech.NdefFormatable.format,NFC
android.nfc.tech.NdefFormatable.formatReadOnly,NFC
android.nfc.tech.NfcA.transceive,NFC
android.nfc.tech.NfcB.transceive,NFC
android.nfc.tech.NfcF.transceive,NFC
android.nfc.tech.NfcV.transceive,NFC
android.nfc.tech.TagTechnology.connect,NFC
android.nfc.tech.TagTechnology.reconnect,NFC
android.nfc.tech.TagTechnology.close,NFC
android.os.PowerManager.reboot,REBOOT
android.os.RecoverySystem.installPackage,REBOOT
android.os.RecoverySystem.rebootWipeUserData,REBOOT
android.provider.Browser.getAllBookmarks,READ_HISTORY_BOOKMARKS
android.provider.Browser.getAllVisitedUrls,READ_HISTORY_BOOKMARKS
android.provider.Browser.updateVisitedHistory,WRITE_HISTORY_BOOKMARKS
android.provider.Browser.updateVisitedHistory,READ_HISTORY_BOOKMARKS
android.provider.Browser.getVisitedHistory,READ_HISTORY_BOOKMARKS
android.provider.Browser.truncateHistory,WRITE_HISTORY_BOOKMARKS
android.provider.Browser.truncateHistory,READ_HISTORY_BOOKMARKS
android.provider.Browser.canClearHistory,READ_HISTORY_BOOKMARKS
android.provider.Browser.clearHistory,WRITE_HISTORY_BOOKMARKS
android.provider.Browser.deleteHistoryWhere,WRITE_HISTORY_BOOKMARKS
android.provider.Browser.deleteHistoryWhere,READ_HISTORY_BOOKMARKS
android.provider.Browser.deleteHistoryTimeFrame,WRITE_HISTORY_BOOKMARKS
android.provider.Browser.deleteFromHistory,WRITE_HISTORY_BOOKMARKS
android.provider.Browser.addSearchUrl,WRITE_HISTORY_BOOKMARKS
android.provider.Browser.addSearchUrl,READ_HISTORY_BOOKMARKS
android.provider.Browser.clearSearches,WRITE_HISTORY_BOOKMARKS
android.provider.Browser.requestAllIcons,READ_HISTORY_BOOKMARKS
android.app.DownloadManagerBaseTest.setWiFiStateOn,CHANGE_WIFI_STATE
android.app.DownloadManagerBaseTest.setWiFiStateOn,ACCESS_WIFI_STATE
android.app.DownloadManagerBaseTest.setAirplaneModeOn,WRITE_SETTINGS
android.location.LocationManager.addTestProvider,ACCESS_MOCK_LOCATION
android.location.LocationManager.removeTestProvider,ACCESS_MOCK_LOCATION
android.location.LocationManager.setTestProviderLocation,ACCESS_MOCK_LOCATION
android.location.LocationManager.clearTestProviderLocation,ACCESS_MOCK_LOCATION
android.location.LocationManager.setTestProviderEnabled,ACCESS_MOCK_LOCATION
android.location.LocationManager.clearTestProviderEnabled,ACCESS_MOCK_LOCATION
android.location.LocationManager.setTestProviderStatus,ACCESS_MOCK_LOCATION
android.location.LocationManager.clearTestProviderStatus,ACCESS_MOCK_LOCATION
android.location.LocationManager.addGpsStatusListener,ACCESS_FINE_LOCATION
android.location.LocationManager.addNmeaListener,ACCESS_FINE_LOCATION
android.media.AsyncPlayer.setUsesWakeLock,WAKE_LOCK
android.media.AudioManager.startBluetoothSco,MODIFY_AUDIO_SETTINGS
android.media.AudioManager.stopBluetoothSco,MODIFY_AUDIO_SETTINGS
android.media.MediaPlayer.setWakeMode,WAKE_LOCK
android.telephony.PhoneNumberUtils.isVoiceMailNumber,READ_PHONE_STATE
android.telephony.TelephonyManager.getDeviceSoftwareVersion,READ_PHONE_STATE
android.telephony.TelephonyManager.getDeviceId,READ_PHONE_STATE
android.telephony.TelephonyManager.getCellLocation,ACCESS_COARSE_LOCATION||ACCESS_FINE_LOCATION
android.telephony.TelephonyManager.enableLocationUpdates,CONTROL_LOCATION_UPDATES
android.telephony.TelephonyManager.disableLocationUpdates,CONTROL_LOCATION_UPDATES
android.telephony.TelephonyManager.getSimSerialNumber,READ_PHONE_STATE
android.telephony.TelephonyManager.getSubscriberId,READ_PHONE_STATE
android.telephony.TelephonyManager.getLine1Number,READ_PHONE_STATE
android.telephony.TelephonyManager.getLine1AlphaTag,READ_PHONE_STATE
android.telephony.TelephonyManager.getVoiceMailNumber,READ_PHONE_STATE
android.telephony.TelephonyManager.getCompleteVoiceMailNumber,CALL_PRIVILEGED
android.telephony.TelephonyManager.getVoiceMessageCount,READ_PHONE_STATE
android.telephony.TelephonyManager.getVoiceMailAlphaTag,READ_PHONE_STATE
android.net.sip.SipAudioCall.setSpeakerMode,MODIFY_AUDIO_SETTINGS
android.net.sip.SipAudioCall.startAudio,WAKE_LOCK
android.net.sip.SipAudioCall.startAudio,ACCESS_WIFI_STATE
android.net.sip.SipAudioCall.startAudio,RECORD_AUDIO
android.net.wifi.WifiNative.setBluetoothCoexistenceModeCommand,BLUETOOTH_COEXISTENCE_MODE_ENABLED
android.net.wifi.WifiNative.setBluetoothCoexistenceModeCommand,BLUETOOTH_COEXISTENCE_MODE_SENSE
android.net.wifi.WifiStateTracker.setBluetoothCoexistenceMode,BLUETOOTH_COEXISTENCE_MODE_ENABLED
android.net.wifi.WifiStateTracker.setBluetoothCoexistenceMode,BLUETOOTH_COEXISTENCE_MODE_DESABLED
android.net.wifi.WifiStateTracker.setBluetoothCoexistenceMode,BLUETOOTH_COEXISTENCE_MODE_SENSE
